run_id,factor_1_correlation,factor_1_defining_sorts,factor_2_correlation,factor_2_defining_sorts,factor_3_correlation,factor_3_defining_sorts,factor_4_correlation,factor_4_defining_sorts,factor_5_correlation,factor_5_defining_sorts
485479156,0.8866666667,10,0.9000000000,8,0.9400000000,6,0.5666666667,5,0.3800000000,4
943210922,0.9066666667,17,0.5800000000,5,0.4266666667,3,0.8733333333,5,0.5466666667,3
430778346,0.8333333333,21,0.8666666667,6,0.6533333333,15,0.0000000000,0,0.0000000000,0
3716815679,0.9066666667,12,0.7066666667,8,0.7400000000,7,0.7133333333,7,0.1200000000,3
1750214671,0.9000000000,13,0.8333333333,12,0.6200000000,6,0.7066666667,8,0.0000000000,0
1527451957,0.8266666667,12,0.6466666667,5,0.0000000000,0,0.8000000000,4,0.5466666667,14
843508347,0.8000000000,7,0.8400000000,12,0.8066666667,10,0.3400000000,2,0.7733333333,5
936592714,0.9533333333,20,0.0000000000,0,0.7066666667,10,0.2533333333,3,0.5466666667,3
550026459,0.9600000000,16,0.6066666667,10,0.0000000000,0,0.7266666667,7,0.2066666667,5
4260869550,0.8133333333,9,0.8066666667,11,0.5333333333,4,0.7133333333,7,0.4200000000,9
487786638,0.6333333333,6,0.5933333333,5,0.8266666667,9,0.5133333333,11,0.0000000000,0
3097985027,0.8400000000,14,0.7266666667,5,0.7800000000,12,0.7733333333,4,0.3200000000,4
1278157310,0.8133333333,14,0.6933333333,4,0.7800000000,16,0.0000000000,0,0.6066666667,4
907199285,0.9200000000,18,0.6400000000,5,0.8400000000,8,0.7066666667,6,0.0000000000,0
1406143757,0.9200000000,18,0.5600000000,4,0.8333333333,9,0.8400000000,7,0.0000000000,0
2789654129,0.9266666667,20,0.8400000000,10,0.4866666667,6,0.6733333333,3,0.0000000000,0
2918096419,0.9666666667,23,0.5866666667,2,0.2533333333,3,0.5733333333,7,0.0000000000,0
2129362430,0.8866666667,21,0.6066666667,7,0.0000000000,0,0.7066666667,7,0.5133333333,8
2404859346,0.9333333333,15,0.5933333333,4,0.4933333333,7,0.4133333333,3,0.3600000000,6
2481126374,0.9266666667,23,0.7666666667,10,0.0000000000,0,0.8133333333,9,0.0000000000,0
1620960192,0.8333333333,18,0.6533333333,6,0.6000000000,9,0.8133333333,6,0.0000000000,0
1391190636,0.8866666667,15,0.4266666667,3,0.6200000000,9,0.0000000000,0,0.4666666667,8
980817818,0.9200000000,15,0.8066666667,8,0.8400000000,5,0.0000000000,0,0.5266666667,8
2033382965,0.8933333333,13,0.8400000000,6,0.8800000000,9,0.0000000000,0,0.5466666667,3
2384149634,0.9266666667,17,0.6200000000,7,0.8666666667,7,0.4133333333,7,0.0000000000,0
1015596848,0.8266666667,16,0.0000000000,0,0.8133333333,11,0.0000000000,0,0.4000000000,8
2095682413,0.8600000000,8,0.7200000000,7,0.8800000000,8,0.7600000000,11,0.0000000000,0
3699681527,0.9400000000,14,0.8200000000,13,0.8466666667,10,0.0000000000,0,0.0000000000,0
3354937090,0.8666666667,16,0.7666666667,7,0.0000000000,1,0.7133333333,4,0.7000000000,6
1667451288,0.8266666667,13,0.7666666667,7,0.7933333333,11,0.9133333333,8,0.0000000000,0
2095841616,0.9466666667,16,0.8866666667,9,0.7466666667,7,0.4000000000,3,0.0000000000,0
4218762773,0.7733333333,10,0.9000000000,8,0.9333333333,15,0.0000000000,0,0.0000000000,0
31133261,0.9333333333,15,0.7666666667,13,0.7933333333,10,0.0000000000,0,0.0000000000,0
4290620932,0.7666666667,6,0.5000000000,5,0.5666666667,10,0.7000000000,7,0.4200000000,4
2685052883,0.8733333333,17,0.6466666667,8,0.6800000000,4,0.3466666667,4,0.5333333333,8
3281031832,0.9400000000,20,0.7733333333,5,0.0000000000,0,0.7866666667,7,0.8000000000,4
2419933373,0.9333333333,13,0.9133333333,7,0.8466666667,9,0.3600000000,8,0.0000000000,0
1757083439,0.8800000000,17,0.6800000000,6,0.7733333333,9,0.6733333333,4,0.0000000000,0
3578694546,0.8933333333,16,0.7933333333,10,0.8000000000,10,0.2533333333,4,0.0000000000,0
2877233585,0.9533333333,16,0.8000000000,9,0.8733333333,7,0.0000000000,0,0.3600000000,3
841430145,0.8333333333,8,0.2466666667,2,0.7933333333,12,0.6333333333,5,0.6533333333,6
2071854135,0.9400000000,16,0.8400000000,9,0.7866666667,4,0.4133333333,7,0.0000000000,0
1461651878,0.8666666667,13,0.6066666667,8,0.7733333333,14,0.4266666667,7,0.0000000000,0
1518968361,0.8733333333,19,0.7733333333,8,0.0000000000,0,0.6133333333,11,0.0000000000,0
1566689738,0.9333333333,15,0.8600000000,10,0.0000000000,0,0.7000000000,11,0.5066666667,6
3695068409,0.9266666667,12,0.5800000000,8,0.8266666667,5,0.4133333333,5,0.7600000000,7
114932498,0.9400000000,16,0.6066666667,7,0.4933333333,7,0.2866666667,3,0.5333333333,7
3294775413,0.9133333333,14,0.7333333333,11,0.3866666667,7,0.4133333333,5,0.0000000000,0
2450875218,0.6400000000,3,0.7266666667,5,0.6866666667,8,0.7133333333,8,0.6000000000,13
1587836246,0.9533333333,16,0.5733333333,4,0.7333333333,11,0.6600000000,5,0.0000000000,0
33520135,0.7466666667,11,0.8466666667,6,0.8800000000,7,0.8000000000,7,0.3266666667,6
1578673165,0.5000000000,4,0.7666666667,10,0.6666666667,16,0.0000000000,0,0.0000000000,0
609446951,0.8333333333,12,0.7466666667,5,0.7200000000,3,0.0000000000,1,0.6200000000,13
3980864180,0.9000000000,23,0.6333333333,10,0.8733333333,9,0.0000000000,0,0.0000000000,0
1986273796,0.8533333333,15,0.7533333333,9,0.6333333333,7,0.6733333333,3,0.3933333333,2
226159397,0.7200000000,12,0.5600000000,8,0.5133333333,10,0.0000000000,0,0.5333333333,4
2514216965,0.8800000000,17,0.4533333333,2,0.4666666667,10,0.0000000000,0,0.7600000000,10
106647317,0.8066666667,15,0.5600000000,4,0.7666666667,2,0.3133333333,8,0.5466666667,4
835550437,0.8800000000,6,0.8533333333,9,0.8200000000,9,0.5200000000,4,0.2666666667,4
1984371762,0.7600000000,13,0.0000000000,0,0.7200000000,8,0.6733333333,4,0.2666666667,5
617370592,0.9133333333,21,0.7266666667,4,0.8733333333,9,0.0000000000,0,0.5466666667,4
3515401855,0.9333333333,19,0.0000000000,0,0.4066666667,8,0.7066666667,6,0.7666666667,8
1359231917,0.9133333333,20,0.7933333333,5,0.2866666667,3,0.7800000000,8,0.0000000000,0
2725000868,0.9133333333,19,0.8400000000,9,0.8333333333,6,0.2533333333,4,0.0000000000,0
2543274346,0.9400000000,21,0.7733333333,7,0.8133333333,4,0.0000000000,0,0.5466666667,2
958662287,0.9266666667,12,0.6733333333,5,0.6733333333,9,0.0000000000,0,0.4200000000,9
61333700,0.9266666667,19,0.0000000000,0,0.3400000000,5,0.7800000000,5,0.7933333333,9
3411514014,0.8866666667,11,0.8333333333,7,0.8333333333,12,0.0000000000,0,0.5733333333,9
3102785415,0.9266666667,20,0.6266666667,3,0.2133333333,5,0.7266666667,5,0.5466666667,2
992889391,0.8400000000,20,0.6466666667,5,0.7800000000,11,0.0000000000,0,0.5466666667,4
3456161908,0.9333333333,19,0.5333333333,6,0.8333333333,8,0.7066666667,6,0.0000000000,0
2450561683,0.6800000000,7,0.5400000000,21,0.6466666667,2,0.7066666667,9,0.0000000000,0
2166113972,0.8333333333,13,0.5400000000,6,0.8466666667,6,0.0000000000,0,0.5466666667,8
381044542,0.8600000000,11,0.0000000000,0,0.4200000000,9,0.8133333333,13,0.0000000000,0
195976453,0.7733333333,17,0.6400000000,7,0.7666666667,18,0.0000000000,0,0.0000000000,0
3872558340,0.8533333333,16,0.7066666667,7,0.8666666667,12,0.0000000000,0,0.0000000000,0
1784657137,0.7333333333,6,0.4266666667,3,0.8800000000,14,0.0000000000,0,0.5466666667,13
1868696185,0.8466666667,12,0.8333333333,13,0.0000000000,0,0.6066666667,10,0.5466666667,4
2457290567,0.9200000000,21,0.6933333333,5,0.0000000000,0,0.8600000000,11,0.0000000000,0
788430752,0.9066666667,16,0.2933333333,5,0.7866666667,11,0.0000000000,0,0.5466666667,3
2800310038,0.6733333333,8,0.7600000000,9,0.7333333333,12,0.8200000000,6,0.0000000000,0
2571926042,0.9333333333,16,0.7666666667,3,0.8800000000,5,0.6733333333,3,0.1200000000,8
2943028084,0.9133333333,24,0.5933333333,7,0.7733333333,6,0.0000000000,0,0.4866666667,5
737973773,0.8466666667,14,0.7200000000,7,0.8933333333,11,0.6600000000,3,0.0000000000,0
3670378193,0.9466666667,19,0.6733333333,9,0.6600000000,4,0.7133333333,2,0.0000000000,0
626203945,0.9000000000,14,0.6000000000,5,0.7200000000,9,0.8533333333,8,0.0000000000,0
3402379938,0.9600000000,16,0.8400000000,8,0.2333333333,3,0.5933333333,10,0.2600000000,3
4168216565,0.8800000000,11,0.8066666667,10,0.8333333333,8,0.6000000000,9,0.0866666667,3
2984932190,0.8666666667,18,0.6000000000,6,0.0000000000,0,0.0000000000,0,0.5066666667,14
4202314442,0.7466666667,7,0.8266666667,11,0.7333333333,4,0.5733333333,6,0.3466666667,6
3013137757,0.8533333333,12,0.8400000000,5,0.9600000000,8,0.4000000000,2,0.3733333333,8
1872067567,0.8800000000,12,0.6266666667,5,0.6866666667,9,0.8600000000,5,0.1800000000,3
1654557219,0.9200000000,14,0.7000000000,7,0.5133333333,9,0.0000000000,0,0.6800000000,10
2899716175,0.9400000000,16,0.7000000000,5,0.8266666667,5,0.2266666667,4,0.5800000000,9
2592581417,0.9000000000,21,0.4266666667,9,0.8600000000,6,0.0000000000,0,0.0000000000,0
3244209795,0.9200000000,16,0.8866666667,7,0.7266666667,10,0.5800000000,4,0.0000000000,0
2506878144,0.9333333333,17,0.8000000000,7,0.8400000000,8,0.7133333333,4,0.1200000000,2
1459145955,0.8200000000,15,0.7066666667,11,0.6066666667,14,0.0000000000,0,0.0000000000,0
1016614128,0.9333333333,17,0.7800000000,13,0.0000000000,0,0.0000000000,0,0.6800000000,5
3413909575,0.9066666667,12,0.8266666667,7,0.7933333333,7,0.4000000000,4,0.7133333333,5
1119353810,0.8800000000,17,0.7200000000,7,0.8600000000,9,0.0000000000,0,0.0000000000,0
1735211267,0.9133333333,13,0.7000000000,6,0.8200000000,9,0.0000000000,0,0.0000000000,0
3120756379,0.8866666667,16,0.8200000000,6,0.7866666667,11,0.0000000000,0,0.1800000000,5
3772115857,0.9133333333,14,0.6733333333,8,0.8466666667,7,0.6266666667,3,0.0000000000,0
2322409675,0.9333333333,15,0.8666666667,11,0.7600000000,11,0.0000000000,0,0.0000000000,0
3375089007,0.9000000000,9,0.8466666667,6,0.8666666667,8,0.3066666667,4,0.1200000000,2
1924121315,0.7800000000,13,0.7933333333,9,0.5733333333,10,0.0000000000,0,0.0000000000,1
3421891744,0.5066666667,5,0.8133333333,9,0.7400000000,16,0.5666666667,6,0.3533333333,5
3033311075,0.7666666667,16,0.6800000000,7,0.8600000000,8,0.9133333333,6,0.0000000000,0
3476811510,0.6666666667,10,0.7466666667,18,0.7333333333,7,0.0000000000,0,0.0000000000,0
1816924021,0.9333333333,16,0.3533333333,8,0.7666666667,4,0.8866666667,5,0.8000000000,6
281444156,0.8200000000,12,0.6000000000,5,0.8866666667,7,0.0000000000,0,0.4533333333,10
3016308714,0.8733333333,11,0.7733333333,11,0.8400000000,13,0.0000000000,0,0.0000000000,0
3572587453,0.7933333333,8,0.4800000000,5,0.7666666667,2,0.8733333333,5,0.5066666667,11
118721474,0.8000000000,11,0.8000000000,11,0.7533333333,13,0.0000000000,0,0.0000000000,0
3509344097,0.8933333333,17,0.8666666667,4,0.7933333333,6,0.8933333333,8,0.0000000000,0
3524670915,0.7533333333,9,0.7733333333,8,0.6866666667,17,0.0000000000,0,0.0000000000,0
1149363881,0.6133333333,5,0.7466666667,5,0.6666666667,11,0.0000000000,0,0.3200000000,4
1348364715,0.7466666667,7,0.9466666667,11,0.7800000000,12,0.7400000000,7,0.0000000000,0
842293435,0.9000000000,16,0.5933333333,4,0.8400000000,9,0.1800000000,3,0.7466666667,6
237728684,0.9066666667,14,0.5866666667,5,0.0000000000,0,0.6800000000,8,0.7866666667,5
3646166248,0.9400000000,14,0.7733333333,9,0.8800000000,7,0.5666666667,9,0.0000000000,0
2030163178,0.8600000000,12,0.6866666667,6,0.7400000000,10,0.7933333333,6,0.0000000000,0
4256412199,0.9333333333,13,0.8533333333,11,0.9066666667,10,0.5866666667,6,0.0000000000,0
3983392186,0.8866666667,15,0.5866666667,7,0.8333333333,14,0.0000000000,0,0.6800000000,6
2270104698,0.5866666667,4,0.4533333333,4,0.8600000000,12,0.5600000000,5,0.6466666667,11
1772805665,0.7800000000,14,0.4266666667,4,0.8666666667,9,0.7866666667,7,0.3466666667,4
2315186548,0.8866666667,14,0.8533333333,8,0.7466666667,8,0.5800000000,7,0.0000000000,0
304093739,0.8933333333,16,0.0000000000,0,0.8066666667,13,0.0000000000,0,0.5866666667,9
1593748557,0.8933333333,20,0.5533333333,9,0.6733333333,8,0.0000000000,0,0.0000000000,0
1718726298,0.8266666667,18,0.6266666667,5,0.8600000000,10,0.0000000000,0,0.0000000000,0
3366618845,0.0000000000,0,0.9133333333,13,0.8533333333,20,0.4933333333,4,0.5466666667,4
2472647849,0.9133333333,13,0.8800000000,6,0.4866666667,7,0.6733333333,5,0.0000000000,0
3539412894,0.9333333333,14,0.6800000000,8,0.7800000000,12,0.0000000000,0,0.0000000000,0
3834743023,0.9133333333,14,0.7000000000,7,0.8000000000,6,0.8400000000,6,0.5466666667,2
856696660,0.9066666667,19,0.5800000000,4,0.7466666667,6,0.2466666667,6,0.5133333333,3
1374411091,0.9466666667,15,0.8133333333,15,0.8933333333,5,0.7866666667,4,0.0000000000,0
2455042823,0.7200000000,9,0.0000000000,0,0.7933333333,17,0.0000000000,0,0.5600000000,11
3614831101,0.9200000000,12,0.8000000000,5,0.8533333333,6,0.7133333333,6,0.0000000000,1
3030088348,0.6333333333,5,0.7733333333,6,0.7533333333,8,0.7133333333,4,0.3666666667,11
1937752737,0.8133333333,12,0.8266666667,6,0.8533333333,8,0.6533333333,7,0.0000000000,0
3147267086,0.9066666667,19,0.7266666667,9,0.0000000000,0,0.8733333333,7,0.6133333333,3
4277880144,0.9333333333,20,0.7200000000,4,0.5400000000,9,0.7666666667,5,0.0000000000,0
2448548439,0.8866666667,13,0.6933333333,8,0.8066666667,10,0.7800000000,6,0.0000000000,0
3975796378,0.7333333333,9,0.6600000000,7,0.7066666667,10,0.7266666667,7,0.2066666667,3
1879316129,0.8666666667,12,0.4533333333,9,0.7933333333,9,0.0000000000,0,0.5466666667,3
3949234665,0.9266666667,20,0.5933333333,6,0.0000000000,0,0.6800000000,7,0.4266666667,8
1458744232,0.9333333333,12,0.8533333333,10,0.0000000000,0,0.6133333333,7,0.5466666667,5
3225457701,0.9000000000,11,0.6066666667,3,0.8333333333,7,0.9000000000,9,0.0000000000,0
967197468,0.8866666667,18,0.9333333333,10,0.8800000000,9,0.4200000000,6,0.0000000000,0
4268342134,0.8066666667,20,0.7266666667,6,0.0000000000,0,0.7266666667,5,0.4933333333,7
3859714301,0.8600000000,16,0.8066666667,8,0.0000000000,0,0.0000000000,0,0.6066666667,13
2534956621,0.7933333333,19,0.3266666667,6,0.6733333333,7,0.0000000000,0,0.5866666667,4
1418828054,0.6866666667,7,0.6066666667,3,0.7866666667,6,0.7066666667,6,0.5200000000,16
1085721815,0.9333333333,17,0.7800000000,7,0.5933333333,7,0.8733333333,7,0.0000000000,0
2589526710,0.9066666667,18,0.8400000000,8,0.0000000000,0,0.6666666667,14,0.0000000000,0
3858029423,0.9200000000,16,0.6866666667,6,0.7933333333,8,0.0000000000,0,0.7733333333,4
2984335312,0.9400000000,14,0.6400000000,7,0.5133333333,5,0.6266666667,10,0.2666666667,3
3301395805,0.8933333333,17,0.8133333333,6,0.8600000000,13,0.7066666667,2,0.0000000000,0
1961391083,0.8333333333,9,0.8133333333,7,0.7466666667,16,0.0000000000,0,0.1800000000,4
3056832295,0.8466666667,12,0.7400000000,6,0.6000000000,5,0.7133333333,4,0.5800000000,2
3986873837,0.8200000000,16,0.4466666667,11,0.6266666667,14,0.0000000000,0,0.0000000000,0
703041275,0.9333333333,16,0.7866666667,7,0.7400000000,9,0.3533333333,4,0.3400000000,3
3246747755,0.9133333333,18,0.6066666667,6,0.8800000000,11,0.8333333333,2,0.4666666667,4
3200643355,0.8933333333,15,0.8800000000,6,0.0000000000,0,0.8066666667,3,0.6266666667,14
2882608971,0.9000000000,15,0.6000000000,9,0.7466666667,14,0.0000000000,0,0.0000000000,0
1157037022,0.8866666667,20,0.5400000000,7,0.7666666667,9,0.0000000000,0,0.0000000000,0
2681831195,0.9133333333,16,0.8666666667,7,0.3000000000,5,0.7066666667,3,0.0000000000,0
935585708,0.5000000000,3,0.5933333333,15,0.8466666667,14,0.8733333333,5,0.0000000000,0
2022117605,0.6866666667,14,0.0000000000,0,0.8533333333,13,0.8466666667,9,0.0000000000,0
966886628,0.8400000000,13,0.7933333333,8,0.8266666667,13,0.0000000000,0,0.0000000000,0
1185951482,0.8200000000,13,0.7533333333,6,0.7200000000,12,0.7133333333,3,0.0000000000,0
1446018697,0.7866666667,14,0.7400000000,5,0.8733333333,12,0.7066666667,4,0.0000000000,0
2913269971,0.8266666667,12,0.8333333333,8,0.8200000000,10,0.0000000000,0,0.5933333333,10
4212536554,0.8866666667,8,0.0000000000,0,0.8466666667,8,0.8266666667,6,0.6600000000,11
1405203685,0.9333333333,15,0.7600000000,7,0.8333333333,4,0.4000000000,4,0.0000000000,0
1730878509,0.9466666667,20,0.8066666667,8,0.7866666667,5,0.6733333333,8,0.0000000000,0
2835654774,0.9266666667,13,0.7333333333,11,0.7466666667,9,0.0000000000,0,0.2600000000,4
3095700934,0.9266666667,14,0.8666666667,9,0.5666666667,8,0.6600000000,10,0.0000000000,0
30449062,0.8933333333,11,0.7533333333,13,0.4800000000,8,0.7066666667,9,0.0000000000,0
243130246,0.9066666667,15,0.7866666667,6,0.7600000000,7,0.4600000000,6,0.3466666667,3
3985835304,0.9333333333,17,0.8533333333,9,0.7266666667,2,0.6133333333,9,0.0000000000,0
1911622992,0.8133333333,10,0.7200000000,5,0.7533333333,12,0.7733333333,9,0.0000000000,0
3164873680,0.9133333333,14,0.7800000000,8,0.8466666667,5,0.4000000000,2,0.2533333333,3
4144598130,0.9400000000,16,0.4266666667,2,0.8733333333,9,0.3266666667,3,0.6066666667,6
3488187202,0.0000000000,0,0.8000000000,14,0.8400000000,15,0.0000000000,0,0.6466666667,8
1940703651,0.7600000000,8,0.0000000000,0,0.6866666667,11,0.6266666667,8,0.8133333333,8
631897715,0.8800000000,12,0.7800000000,6,0.8600000000,9,0.8533333333,4,0.2466666667,2
2889271849,0.9333333333,18,0.5866666667,2,0.5466666667,11,0.0000000000,0,0.6400000000,5
46280878,0.8800000000,10,0.8133333333,5,0.8466666667,7,0.8200000000,5,0.2933333333,8
2984767203,0.9200000000,26,0.4333333333,6,0.0000000000,0,0.6000000000,5,0.5466666667,2
2035135323,0.8866666667,13,0.8000000000,10,0.2200000000,4,0.6266666667,5,0.0000000000,0
1869915771,0.8466666667,8,0.6733333333,4,0.7733333333,6,0.6733333333,5,0.3866666667,8
2797290512,0.7200000000,14,0.7133333333,9,0.7666666667,15,0.0000000000,0,0.0000000000,0
1013239055,0.7533333333,6,0.7466666667,8,0.5733333333,6,0.5400000000,7,0.4066666667,12
1952634354,0.9066666667,16,0.7733333333,11,0.0000000000,0,0.6733333333,5,0.5533333333,8
3041724609,0.9000000000,19,0.0000000000,0,0.8933333333,8,0.8866666667,7,0.5133333333,6
3839242833,0.9200000000,12,0.9200000000,11,0.8533333333,14,0.0000000000,0,0.0000000000,0
282111033,0.9266666667,20,0.5866666667,2,0.1933333333,3,0.7933333333,7,0.4066666667,7
2000658163,0.9600000000,17,0.8866666667,11,0.0000000000,0,0.8400000000,7,0.7066666667,6
2583035662,0.7200000000,4,0.8066666667,7,0.9066666667,8,0.7133333333,6,0.3866666667,12
226507732,0.9066666667,23,0.0000000000,0,0.8266666667,5,0.0000000000,0,0.7666666667,11
971730465,0.9200000000,17,0.8066666667,10,0.0000000000,0,0.0000000000,0,0.6000000000,9
703215541,0.8600000000,11,0.4200000000,7,0.7800000000,7,0.0000000000,0,0.5866666667,9
3164727871,0.8666666667,12,0.0000000000,0,0.7400000000,9,0.4600000000,4,0.7200000000,10
2651128422,0.9133333333,16,0.6066666667,3,0.6066666667,4,0.8133333333,7,0.5733333333,8
1953154958,0.9400000000,16,0.8466666667,10,0.0000000000,0,0.8866666667,7,0.5466666667,3
433984591,0.8066666667,18,0.6600000000,10,0.5933333333,11,0.0000000000,0,0.0000000000,0
3139411072,0.8333333333,15,0.5933333333,5,0.8933333333,10,0.0000000000,0,0.5533333333,5
2494022260,0.9333333333,13,0.6733333333,11,0.7333333333,14,0.0000000000,0,0.0000000000,0
342628360,0.8533333333,16,0.7200000000,12,0.6666666667,10,0.0000000000,0,0.0000000000,0
1314127701,0.9533333333,17,0.7333333333,7,0.6200000000,4,0.6266666667,10,0.0000000000,0
3916885800,0.8733333333,16,0.7000000000,10,0.0000000000,0,0.3933333333,5,0.0000000000,0
1713021499,0.9600000000,15,0.7466666667,8,0.0000000000,0,0.8866666667,10,0.4066666667,5
153863520,0.7666666667,15,0.6266666667,7,0.6000000000,11,0.4133333333,4,0.0000000000,0
1849121948,0.8800000000,10,0.7800000000,6,0.7066666667,10,0.6200000000,5,0.0000000000,0
838446639,0.6000000000,9,0.7466666667,3,0.7200000000,12,0.8600000000,9,0.0000000000,0
4045229170,0.9000000000,14,0.0000000000,0,0.5266666667,11,0.5533333333,8,0.5333333333,3
206054283,0.9200000000,12,0.7133333333,6,0.8266666667,6,0.4133333333,7,0.2200000000,7
2209006858,0.9333333333,12,0.6466666667,7,0.7933333333,8,0.2533333333,2,0.6200000000,7
580870169,0.0000000000,0,0.4800000000,8,0.8266666667,19,0.0000000000,0,0.5866666667,7
1936475032,0.9266666667,17,0.7933333333,6,0.5600000000,8,0.3933333333,5,0.0000000000,0
1940491905,0.8266666667,9,0.7600000000,8,0.6200000000,4,0.0000000000,0,0.5466666667,14
4171749360,0.8733333333,11,0.6600000000,8,0.8466666667,5,0.6733333333,7,0.0000000000,0
1281861230,0.9333333333,14,0.5933333333,8,0.8133333333,6,0.2533333333,3,0.4666666667,9
482228565,0.6666666667,5,0.6466666667,14,0.8733333333,12,0.7066666667,6,0.5466666667,2
1298365926,0.9266666667,20,0.7333333333,7,0.7066666667,6,0.0000000000,0,0.5466666667,5
4040009949,0.8600000000,20,0.5800000000,5,0.7733333333,9,0.4000000000,4,0.0000000000,0
2894050068,0.9600000000,18,0.6800000000,7,0.0000000000,0,0.5800000000,10,0.5800000000,5
647849179,0.7333333333,7,0.7133333333,8,0.7400000000,13,0.0000000000,0,0.5266666667,10
2039557069,0.8066666667,16,0.7266666667,8,0.0000000000,0,0.7866666667,7,0.7800000000,3
3898134211,0.9200000000,19,0.0000000000,0,0.6933333333,8,0.6666666667,5,0.1866666667,10
2130988910,0.9266666667,18,0.7933333333,6,0.5866666667,8,0.7133333333,4,0.1333333333,6
129765662,0.9666666667,21,0.7466666667,3,0.2000000000,5,0.6266666667,8,0.0000000000,0
1289478030,0.9200000000,14,0.6466666667,8,0.9200000000,8,0.2533333333,2,0.5466666667,2
522440767,0.8800000000,13,0.7400000000,8,0.8133333333,8,0.5933333333,4,0.7933333333,6
3690997955,0.9200000000,15,0.7666666667,5,0.5066666667,6,0.7133333333,4,0.5333333333,2
3091496701,0.9600000000,22,0.8066666667,7,0.6600000000,8,0.0000000000,0,0.0000000000,0
3504491013,0.9400000000,18,0.7666666667,8,0.0000000000,0,0.5800000000,9,0.0000000000,0
3142621683,0.9400000000,22,0.6400000000,5,0.5400000000,9,0.0000000000,0,0.6133333333,4
1975993271,0.9200000000,16,0.6600000000,4,0.7800000000,7,0.6600000000,7,0.0000000000,0
3192668326,0.8600000000,10,0.5866666667,3,0.8466666667,11,0.0066666667,5,0.7800000000,6
1070913802,0.9133333333,18,0.7200000000,9,0.8333333333,8,0.0000000000,0,0.0000000000,0
1249356710,0.9333333333,19,0.7733333333,5,0.3866666667,7,0.7266666667,5,0.5466666667,2
2418577395,0.9200000000,20,0.8466666667,4,0.8000000000,12,0.0000000000,0,0.0000000000,1
3459768721,0.9066666667,21,0.7000000000,5,0.5266666667,8,0.4000000000,3,0.0000000000,0
2605289938,0.9333333333,16,0.0000000000,0,0.0000000000,0,0.6466666667,7,0.7066666667,7
1743774831,0.8866666667,20,0.0000000000,0,0.7466666667,10,0.0000000000,0,0.5333333333,3
2770322099,0.9666666667,20,0.5800000000,5,0.9333333333,8,0.8466666667,5,0.0000000000,1
3325533211,0.9400000000,25,0.5266666667,5,0.0000000000,0,0.7733333333,3,0.5066666667,7
1916248226,0.6733333333,7,0.6533333333,3,0.7866666667,14,0.7266666667,10,0.0000000000,0
4063576974,0.9000000000,22,0.3266666667,5,0.9133333333,8,0.7666666667,8,0.0000000000,0
1830706429,0.7466666667,8,0.7933333333,11,0.6800000000,14,0.4000000000,4,0.0000000000,0
146769753,0.8466666667,16,0.0000000000,0,0.6000000000,13,0.8333333333,4,0.3933333333,4
1377026276,0.6533333333,6,0.5666666667,16,0.7666666667,2,0.6466666667,8,0.0000000000,0
1076829831,0.7600000000,7,0.4866666667,6,0.8066666667,16,0.4000000000,3,0.5466666667,7
718497049,0.9200000000,18,0.0000000000,0,0.7600000000,7,0.4333333333,7,0.4733333333,4
2046205034,0.8533333333,13,0.6066666667,8,0.7666666667,6,0.4266666667,7,0.0866666667,4
1751054039,0.8600000000,15,0.7266666667,6,0.2533333333,2,0.8133333333,4,0.5933333333,7
454703286,0.8533333333,15,0.6200000000,7,0.6533333333,4,0.0000000000,0,0.5066666667,11
3906156568,0.8266666667,20,0.5600000000,8,0.7733333333,5,0.8000000000,6,0.0000000000,0
2506395433,0.9466666667,19,0.5600000000,9,0.7733333333,6,0.3333333333,5,0.0000000000,0
1503233749,0.9200000000,20,0.6866666667,5,0.7733333333,6,0.8600000000,6,0.0000000000,0
494970857,0.7466666667,18,0.0000000000,0,0.8066666667,14,0.0000000000,0,0.6266666667,5
1204934921,0.9200000000,16,0.8533333333,8,0.2933333333,4,0.7800000000,6,0.0000000000,0
1042689447,0.9133333333,17,0.6866666667,10,0.8000000000,7,0.0000000000,0,0.5000000000,6
2448656203,0.0000000000,0,0.8266666667,7,0.8533333333,14,0.7133333333,5,0.5533333333,11
1751913601,0.9333333333,23,0.6466666667,8,0.0000000000,0,0.0000000000,0,0.6666666667,11
2353674951,0.8933333333,15,0.8933333333,12,0.6933333333,10,0.0000000000,0,0.0000000000,0
1148189184,0.8200000000,16,0.8400000000,5,0.0000000000,0,0.5933333333,9,0.8000000000,7
1499431917,0.9466666667,26,0.7266666667,4,0.5800000000,7,0.0000000000,0,0.4933333333,8
1420375951,0.8000000000,5,0.7866666667,5,0.7333333333,8,0.7933333333,7,0.5133333333,8
3453610824,0.9333333333,12,0.5266666667,5,0.6066666667,5,0.4200000000,5,0.5533333333,5
3090088244,0.9333333333,16,0.6533333333,6,0.6600000000,12,0.0000000000,0,0.0000000000,0
17525995,0.8000000000,11,0.8066666667,9,0.7266666667,6,0.7600000000,10,0.0000000000,0
3177948368,0.9333333333,13,0.4266666667,5,0.6533333333,3,0.6600000000,6,0.5800000000,8
4116705077,0.9333333333,17,0.8066666667,10,0.0000000000,0,0.7666666667,10,0.0000000000,0
95066965,0.8800000000,12,0.7266666667,2,0.8200000000,15,0.7133333333,2,0.6266666667,4
2821421943,0.5333333333,6,0.7466666667,9,0.6200000000,5,0.4266666667,12,0.8200000000,4
