run_id,factor_1_correlation,factor_1_defining_sorts,factor_2_correlation,factor_2_defining_sorts,factor_3_correlation,factor_3_defining_sorts,factor_4_correlation,factor_4_defining_sorts,factor_5_correlation,factor_5_defining_sorts
2686491790,0.7800000000,9,0.0000000000,0,0.8600000000,14,0.0000000000,0,0.7200000000,14
3037375712,0.9066666667,17,0.7533333333,5,0.0000000000,0,0.7333333333,7,0.6666666667,11
176003217,0.8400000000,8,0.7400000000,7,0.8666666667,5,0.6000000000,6,0.3733333333,13
887619182,0.9266666667,15,0.6933333333,7,0.7200000000,6,0.7600000000,5,0.0000000000,0
1641040084,0.9333333333,17,0.8066666667,14,0.7666666667,8,0.4000000000,3,0.0000000000,0
1296551777,0.8733333333,15,0.0000000000,0,0.5866666667,9,0.4466666667,12,0.0000000000,0
1194010148,0.7400000000,10,0.7733333333,9,0.8066666667,12,0.8400000000,6,0.5466666667,3
1827271602,0.8800000000,13,0.6266666667,9,0.7400000000,6,0.6733333333,5,0.0333333333,3
1530074566,0.5466666667,7,0.0000000000,0,0.8800000000,4,0.7066666667,6,0.7066666667,15
2297859276,0.9333333333,17,0.5333333333,5,0.8600000000,5,0.0000000000,0,0.5733333333,9
1546802122,0.8733333333,17,0.6933333333,5,0.8533333333,10,0.7266666667,4,0.0000000000,0
396939084,0.8066666667,24,0.8866666667,7,0.2866666667,4,0.7266666667,3,0.0000000000,0
2343204036,0.8800000000,16,0.0000000000,0,0.7666666667,6,0.7466666667,5,0.7400000000,9
1138313808,0.7133333333,8,0.7466666667,4,0.7533333333,10,0.4800000000,8,0.0000000000,0
1748412823,0.9333333333,16,0.8266666667,9,0.8266666667,9,0.0000000000,0,0.0000000000,0
820361424,0.7400000000,11,0.4333333333,7,0.7933333333,13,0.0000000000,0,0.0000000000,0
2743512268,0.8666666667,21,0.0000000000,0,0.7266666667,7,0.7466666667,6,0.0000000000,1
924276992,0.7533333333,7,0.0000000000,0,0.8866666667,9,0.7466666667,6,0.5933333333,13
3608605822,0.7333333333,9,0.8066666667,10,0.4733333333,9,0.0000000000,0,0.4000000000,5
3705308580,0.7466666667,10,0.4666666667,8,0.5666666667,10,0.0000000000,0,0.7333333333,6
22295845,0.8666666667,15,0.4266666667,2,0.8133333333,7,0.4333333333,10,0.2466666667,6
3289251164,0.9066666667,23,0.5466666667,3,0.7533333333,6,0.5066666667,6,0.0000000000,0
737393472,0.4800000000,14,0.7133333333,7,0.8000000000,7,0.6666666667,11,0.0000000000,0
2464697788,0.7533333333,10,0.0000000000,0,0.7533333333,18,0.9000000000,10,0.0000000000,0
897097276,0.9600000000,15,0.7800000000,6,0.5200000000,9,0.8200000000,3,0.2066666667,4
4148774109,0.5000000000,4,0.7200000000,5,0.6933333333,18,0.4866666667,11,0.0000000000,0
4111276655,0.0000000000,0,0.8000000000,8,0.7066666667,11,0.7066666667,8,0.7733333333,8
371447606,0.9266666667,16,0.0000000000,0,0.9066666667,6,0.7000000000,7,0.7866666667,8
756799633,0.8666666667,20,0.7466666667,4,0.0000000000,0,0.5866666667,6,0.5133333333,7
2248545387,0.8466666667,12,0.6133333333,5,0.4000000000,9,0.8200000000,4,0.5666666667,10
1061608259,0.4466666667,2,0.8266666667,8,0.6133333333,15,0.7866666667,4,0.4066666667,7
1728828618,0.8733333333,11,0.3733333333,6,0.2533333333,5,0.7266666667,5,0.5333333333,8
3132008739,0.8466666667,14,0.6266666667,7,0.0000000000,0,0.5133333333,8,0.5466666667,2
3801706297,0.8933333333,18,0.8266666667,6,0.3133333333,7,0.0000000000,0,0.1800000000,5
1145477906,0.9533333333,17,0.5866666667,4,0.2866666667,6,0.7733333333,12,0.0000000000,0
756914924,0.9466666667,19,0.5666666667,6,0.7933333333,9,0.8066666667,4,0.0000000000,0
1798495144,0.9266666667,22,0.7533333333,7,0.7200000000,5,0.4000000000,2,0.4600000000,5
1853003425,0.8866666667,11,0.6733333333,10,0.6133333333,10,0.6133333333,7,0.0000000000,0
1783407869,0.5066666667,6,0.7266666667,6,0.7533333333,11,0.5466666667,8,0.0000000000,0
2978087112,0.7666666667,14,0.6133333333,11,0.7066666667,7,0.4000000000,4,0.0000000000,0
2256263194,0.9200000000,15,0.8333333333,12,0.3933333333,7,0.0000000000,0,0.0000000000,0
261197199,0.8533333333,9,0.8333333333,5,0.8200000000,11,0.5466666667,5,0.2866666667,5
3085903000,0.9200000000,22,0.8266666667,12,0.6333333333,5,0.4000000000,4,0.0000000000,0
3724982372,0.9466666667,15,0.0000000000,0,0.6200000000,8,0.5266666667,8,0.5000000000,4
1028144372,0.9466666667,22,0.7666666667,8,0.0000000000,0,0.7066666667,6,0.5466666667,3
3566999046,0.8600000000,14,0.0000000000,0,0.8466666667,6,0.5266666667,8,0.7666666667,8
3563120000,0.9733333333,17,0.7266666667,4,0.5733333333,6,0.6733333333,6,0.0000000000,0
989870482,0.8733333333,18,0.4266666667,3,0.7733333333,7,0.7866666667,4,0.0000000000,1
1479457942,0.4533333333,4,0.5000000000,3,0.7466666667,10,0.5466666667,9,0.4933333333,10
1053109417,0.9200000000,24,0.6800000000,6,0.0000000000,0,0.6933333333,8,0.0000000000,0
154517718,0.8000000000,15,0.7466666667,16,0.7466666667,5,0.0000000000,0,0.0000000000,0
3738557159,0.8800000000,13,0.7666666667,13,0.8866666667,13,0.0000000000,0,0.0000000000,0
2269675530,0.0000000000,0,0.7466666667,9,0.7800000000,14,0.6600000000,10,0.0000000000,0
1127480546,0.9666666667,18,0.7933333333,8,0.0000000000,0,0.4133333333,7,0.4333333333,7
2921975295,0.0000000000,0,0.8800000000,19,0.9133333333,12,0.7066666667,9,0.0000000000,0
1831144540,0.9466666667,18,0.0000000000,0,0.6866666667,9,0.6666666667,4,0.5333333333,7
